Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Trip Duration (min),Request Hour,Request Day,Weekday
2245,Airport,,No Cars Available,12/7/2016 18:24,,,18,12/7/2016,Wednesday
2258,Airport,,No Cars Available,12/7/2016 18:25,,,18,12/7/2016,Wednesday
2260,Airport,,No Cars Available,12/7/2016 18:25,,,18,12/7/2016,Wednesday
2254,Airport,,No Cars Available,12/7/2016 18:25,,,18,12/7/2016,Wednesday
2250,Airport,,No Cars Available,12/7/2016 18:26,,,18,12/7/2016,Wednesday
2263,Airport,,No Cars Available,12/7/2016 18:27,,,18,12/7/2016,Wednesday
2261,Airport,,No Cars Available,12/7/2016 18:28,,,18,12/7/2016,Wednesday
2246,Airport,,No Cars Available,12/7/2016 18:30,,,18,12/7/2016,Wednesday
2257,Airport,,No Cars Available,12/7/2016 18:30,,,18,12/7/2016,Wednesday
2271,City,,No Cars Available,12/7/2016 18:32,,,18,12/7/2016,Wednesday
2265,Airport,,No Cars Available,12/7/2016 18:32,,,18,12/7/2016,Wednesday
2264,Airport,,No Cars Available,12/7/2016 18:32,,,18,12/7/2016,Wednesday
2251,Airport,,No Cars Available,12/7/2016 18:32,,,18,12/7/2016,Wednesday
2269,Airport,,No Cars Available,12/7/2016 18:33,,,18,12/7/2016,Wednesday
2278,Airport,,No Cars Available,12/7/2016 18:36,,,18,12/7/2016,Wednesday
2273,Airport,,No Cars Available,12/7/2016 18:36,,,18,12/7/2016,Wednesday
2281,Airport,,No Cars Available,12/7/2016 18:36,,,18,12/7/2016,Wednesday
2272,Airport,,No Cars Available,12/7/2016 18:39,,,18,12/7/2016,Wednesday
2280,Airport,,No Cars Available,12/7/2016 18:40,,,18,12/7/2016,Wednesday
2287,Airport,,No Cars Available,12/7/2016 18:40,,,18,12/7/2016,Wednesday
2284,Airport,,No Cars Available,12/7/2016 18:41,,,18,12/7/2016,Wednesday
2286,Airport,,No Cars Available,12/7/2016 18:41,,,18,12/7/2016,Wednesday
2283,Airport,,No Cars Available,12/7/2016 18:41,,,18,12/7/2016,Wednesday
2289,Airport,,No Cars Available,12/7/2016 18:41,,,18,12/7/2016,Wednesday
2288,Airport,,No Cars Available,12/7/2016 18:42,,,18,12/7/2016,Wednesday
2291,Airport,,No Cars Available,12/7/2016 18:46,,,18,12/7/2016,Wednesday
2302,Airport,,No Cars Available,12/7/2016 18:47,,,18,12/7/2016,Wednesday
2290,Airport,,No Cars Available,12/7/2016 18:48,,,18,12/7/2016,Wednesday
2296,Airport,,No Cars Available,12/7/2016 18:48,,,18,12/7/2016,Wednesday
2299,Airport,,No Cars Available,12/7/2016 18:49,,,18,12/7/2016,Wednesday
2301,Airport,,No Cars Available,12/7/2016 18:50,,,18,12/7/2016,Wednesday
2293,Airport,,No Cars Available,12/7/2016 18:50,,,18,12/7/2016,Wednesday
2298,Airport,,No Cars Available,12/7/2016 18:53,,,18,12/7/2016,Wednesday
2303,Airport,,No Cars Available,12/7/2016 18:53,,,18,12/7/2016,Wednesday
2300,Airport,,No Cars Available,12/7/2016 18:53,,,18,12/7/2016,Wednesday
2297,Airport,,No Cars Available,12/7/2016 18:54,,,18,12/7/2016,Wednesday
2315,Airport,,No Cars Available,12/7/2016 18:58,,,18,12/7/2016,Wednesday
2312,Airport,,No Cars Available,12/7/2016 18:58,,,18,12/7/2016,Wednesday
2309,Airport,,No Cars Available,12/7/2016 18:59,,,18,12/7/2016,Wednesday
2304,Airport,,No Cars Available,12/7/2016 18:59,,,18,12/7/2016,Wednesday
2314,Airport,,No Cars Available,12/7/2016 18:59,,,18,12/7/2016,Wednesday
2308,Airport,,No Cars Available,12/7/2016 19:02,,,19,12/7/2016,Wednesday
2317,Airport,,No Cars Available,12/7/2016 19:02,,,19,12/7/2016,Wednesday
2313,Airport,,No Cars Available,12/7/2016 19:03,,,19,12/7/2016,Wednesday
2306,City,,No Cars Available,12/7/2016 19:03,,,19,12/7/2016,Wednesday
2316,Airport,,No Cars Available,12/7/2016 19:04,,,19,12/7/2016,Wednesday
2321,Airport,,No Cars Available,12/7/2016 19:04,,,19,12/7/2016,Wednesday
2318,Airport,,No Cars Available,12/7/2016 19:04,,,19,12/7/2016,Wednesday
2319,Airport,,No Cars Available,12/7/2016 19:07,,,19,12/7/2016,Wednesday
2320,Airport,,No Cars Available,12/7/2016 19:07,,,19,12/7/2016,Wednesday
2324,Airport,,No Cars Available,12/7/2016 19:08,,,19,12/7/2016,Wednesday
2322,Airport,,No Cars Available,12/7/2016 19:09,,,19,12/7/2016,Wednesday
2329,Airport,,No Cars Available,12/7/2016 19:10,,,19,12/7/2016,Wednesday
2325,Airport,,No Cars Available,12/7/2016 19:10,,,19,12/7/2016,Wednesday
2344,Airport,,No Cars Available,12/7/2016 19:13,,,19,12/7/2016,Wednesday
2334,Airport,,No Cars Available,12/7/2016 19:14,,,19,12/7/2016,Wednesday
2330,Airport,,No Cars Available,12/7/2016 19:15,,,19,12/7/2016,Wednesday
2337,Airport,,No Cars Available,12/7/2016 19:15,,,19,12/7/2016,Wednesday
2326,Airport,,No Cars Available,12/7/2016 19:16,,,19,12/7/2016,Wednesday
2341,Airport,,No Cars Available,12/7/2016 19:17,,,19,12/7/2016,Wednesday
2332,City,,No Cars Available,12/7/2016 19:17,,,19,12/7/2016,Wednesday
2338,Airport,,No Cars Available,12/7/2016 19:17,,,19,12/7/2016,Wednesday
2333,Airport,,No Cars Available,12/7/2016 19:17,,,19,12/7/2016,Wednesday
2336,Airport,,No Cars Available,12/7/2016 19:18,,,19,12/7/2016,Wednesday
2342,Airport,,No Cars Available,12/7/2016 19:18,,,19,12/7/2016,Wednesday
2343,Airport,,No Cars Available,12/7/2016 19:19,,,19,12/7/2016,Wednesday
2351,City,,No Cars Available,12/7/2016 19:20,,,19,12/7/2016,Wednesday
2345,Airport,,No Cars Available,12/7/2016 19:20,,,19,12/7/2016,Wednesday
2350,City,,No Cars Available,12/7/2016 19:24,,,19,12/7/2016,Wednesday
2352,Airport,,No Cars Available,12/7/2016 19:26,,,19,12/7/2016,Wednesday
2361,Airport,,No Cars Available,12/7/2016 19:28,,,19,12/7/2016,Wednesday
2364,Airport,,No Cars Available,12/7/2016 19:29,,,19,12/7/2016,Wednesday
2355,Airport,,No Cars Available,12/7/2016 19:31,,,19,12/7/2016,Wednesday
2357,Airport,,No Cars Available,12/7/2016 19:31,,,19,12/7/2016,Wednesday
2366,Airport,,No Cars Available,12/7/2016 19:33,,,19,12/7/2016,Wednesday
2367,Airport,,No Cars Available,12/7/2016 19:35,,,19,12/7/2016,Wednesday
2358,Airport,,No Cars Available,12/7/2016 19:35,,,19,12/7/2016,Wednesday
2362,Airport,,No Cars Available,12/7/2016 19:36,,,19,12/7/2016,Wednesday
2371,Airport,,No Cars Available,12/7/2016 19:37,,,19,12/7/2016,Wednesday
2369,City,,No Cars Available,12/7/2016 19:37,,,19,12/7/2016,Wednesday
2380,Airport,,No Cars Available,12/7/2016 19:39,,,19,12/7/2016,Wednesday
2377,Airport,,No Cars Available,12/7/2016 19:40,,,19,12/7/2016,Wednesday
2384,Airport,,No Cars Available,12/7/2016 19:40,,,19,12/7/2016,Wednesday
2374,Airport,,No Cars Available,12/7/2016 19:41,,,19,12/7/2016,Wednesday
2379,Airport,,No Cars Available,12/7/2016 19:43,,,19,12/7/2016,Wednesday
2376,City,,No Cars Available,12/7/2016 19:43,,,19,12/7/2016,Wednesday
2378,Airport,,No Cars Available,12/7/2016 19:44,,,19,12/7/2016,Wednesday
2388,Airport,,No Cars Available,12/7/2016 19:46,,,19,12/7/2016,Wednesday
2383,Airport,,No Cars Available,12/7/2016 19:47,,,19,12/7/2016,Wednesday
2385,Airport,,No Cars Available,12/7/2016 19:47,,,19,12/7/2016,Wednesday
2391,Airport,,No Cars Available,12/7/2016 19:48,,,19,12/7/2016,Wednesday
2386,Airport,,No Cars Available,12/7/2016 19:51,,,19,12/7/2016,Wednesday
2394,Airport,,No Cars Available,12/7/2016 19:52,,,19,12/7/2016,Wednesday
2402,Airport,,No Cars Available,12/7/2016 19:53,,,19,12/7/2016,Wednesday
2390,Airport,,No Cars Available,12/7/2016 19:53,,,19,12/7/2016,Wednesday
2401,Airport,,No Cars Available,12/7/2016 19:55,,,19,12/7/2016,Wednesday
2400,Airport,,No Cars Available,12/7/2016 19:55,,,19,12/7/2016,Wednesday
2403,Airport,,No Cars Available,12/7/2016 19:55,,,19,12/7/2016,Wednesday
2414,Airport,,No Cars Available,12/7/2016 19:56,,,19,12/7/2016,Wednesday
2393,Airport,,No Cars Available,12/7/2016 19:58,,,19,12/7/2016,Wednesday
2398,Airport,,No Cars Available,12/7/2016 19:59,,,19,12/7/2016,Wednesday
2408,Airport,,No Cars Available,12/7/2016 20:01,,,20,12/7/2016,Wednesday
2415,Airport,,No Cars Available,12/7/2016 20:01,,,20,12/7/2016,Wednesday
2421,Airport,,No Cars Available,12/7/2016 20:07,,,20,12/7/2016,Wednesday
2419,Airport,,No Cars Available,12/7/2016 20:09,,,20,12/7/2016,Wednesday
2409,Airport,,No Cars Available,12/7/2016 20:10,,,20,12/7/2016,Wednesday
2428,Airport,,No Cars Available,12/7/2016 20:10,,,20,12/7/2016,Wednesday
2426,Airport,,No Cars Available,12/7/2016 20:10,,,20,12/7/2016,Wednesday
2422,Airport,,No Cars Available,12/7/2016 20:10,,,20,12/7/2016,Wednesday
2427,Airport,,No Cars Available,12/7/2016 20:12,,,20,12/7/2016,Wednesday
2425,Airport,,No Cars Available,12/7/2016 20:13,,,20,12/7/2016,Wednesday
2429,Airport,,No Cars Available,12/7/2016 20:17,,,20,12/7/2016,Wednesday
2431,Airport,,No Cars Available,12/7/2016 20:19,,,20,12/7/2016,Wednesday
2439,Airport,,No Cars Available,12/7/2016 20:19,,,20,12/7/2016,Wednesday
2433,Airport,,No Cars Available,12/7/2016 20:19,,,20,12/7/2016,Wednesday
2450,Airport,,No Cars Available,12/7/2016 20:20,,,20,12/7/2016,Wednesday
2440,Airport,,No Cars Available,12/7/2016 20:21,,,20,12/7/2016,Wednesday
2442,Airport,,No Cars Available,12/7/2016 20:22,,,20,12/7/2016,Wednesday
2443,Airport,,No Cars Available,12/7/2016 20:23,,,20,12/7/2016,Wednesday
2446,Airport,,No Cars Available,12/7/2016 20:25,,,20,12/7/2016,Wednesday
2455,Airport,,No Cars Available,12/7/2016 20:25,,,20,12/7/2016,Wednesday
2453,Airport,,No Cars Available,12/7/2016 20:25,,,20,12/7/2016,Wednesday
2452,Airport,,No Cars Available,12/7/2016 20:27,,,20,12/7/2016,Wednesday
2454,Airport,,No Cars Available,12/7/2016 20:28,,,20,12/7/2016,Wednesday
2451,Airport,,No Cars Available,12/7/2016 20:29,,,20,12/7/2016,Wednesday
2438,Airport,,No Cars Available,12/7/2016 20:29,,,20,12/7/2016,Wednesday
2462,Airport,,No Cars Available,12/7/2016 20:31,,,20,12/7/2016,Wednesday
2468,Airport,,No Cars Available,12/7/2016 20:31,,,20,12/7/2016,Wednesday
2456,Airport,,No Cars Available,12/7/2016 20:31,,,20,12/7/2016,Wednesday
2471,Airport,,No Cars Available,12/7/2016 20:35,,,20,12/7/2016,Wednesday
2464,Airport,,No Cars Available,12/7/2016 20:37,,,20,12/7/2016,Wednesday
2477,Airport,,No Cars Available,12/7/2016 20:38,,,20,12/7/2016,Wednesday
2472,Airport,,No Cars Available,12/7/2016 20:39,,,20,12/7/2016,Wednesday
2470,Airport,,No Cars Available,12/7/2016 20:40,,,20,12/7/2016,Wednesday
2476,Airport,,No Cars Available,12/7/2016 20:42,,,20,12/7/2016,Wednesday
2475,Airport,,No Cars Available,12/7/2016 20:44,,,20,12/7/2016,Wednesday
2478,Airport,,No Cars Available,12/7/2016 20:44,,,20,12/7/2016,Wednesday
2493,Airport,,No Cars Available,12/7/2016 20:48,,,20,12/7/2016,Wednesday
2488,Airport,,No Cars Available,12/7/2016 20:48,,,20,12/7/2016,Wednesday
2495,Airport,,No Cars Available,12/7/2016 20:49,,,20,12/7/2016,Wednesday
2485,Airport,,No Cars Available,12/7/2016 20:50,,,20,12/7/2016,Wednesday
2489,Airport,,No Cars Available,12/7/2016 20:50,,,20,12/7/2016,Wednesday
2479,Airport,,No Cars Available,12/7/2016 20:50,,,20,12/7/2016,Wednesday
2487,Airport,,No Cars Available,12/7/2016 20:51,,,20,12/7/2016,Wednesday
2492,Airport,,No Cars Available,12/7/2016 20:52,,,20,12/7/2016,Wednesday
2500,Airport,,No Cars Available,12/7/2016 20:54,,,20,12/7/2016,Wednesday
2504,Airport,,No Cars Available,12/7/2016 20:55,,,20,12/7/2016,Wednesday
2503,Airport,,No Cars Available,12/7/2016 20:55,,,20,12/7/2016,Wednesday
2490,Airport,,No Cars Available,12/7/2016 20:56,,,20,12/7/2016,Wednesday
2502,Airport,,No Cars Available,12/7/2016 20:56,,,20,12/7/2016,Wednesday
2494,Airport,,No Cars Available,12/7/2016 20:57,,,20,12/7/2016,Wednesday
2501,Airport,,No Cars Available,12/7/2016 20:59,,,20,12/7/2016,Wednesday
2498,Airport,,No Cars Available,12/7/2016 21:00,,,21,12/7/2016,Wednesday
2512,Airport,,No Cars Available,12/7/2016 21:03,,,21,12/7/2016,Wednesday
2514,Airport,,No Cars Available,12/7/2016 21:07,,,21,12/7/2016,Wednesday
2519,Airport,,No Cars Available,12/7/2016 21:07,,,21,12/7/2016,Wednesday
2513,Airport,,No Cars Available,12/7/2016 21:08,,,21,12/7/2016,Wednesday
2515,Airport,,No Cars Available,12/7/2016 21:08,,,21,12/7/2016,Wednesday
2522,City,,No Cars Available,12/7/2016 21:09,,,21,12/7/2016,Wednesday
2528,Airport,,No Cars Available,12/7/2016 21:11,,,21,12/7/2016,Wednesday
2523,Airport,,No Cars Available,12/7/2016 21:11,,,21,12/7/2016,Wednesday
2529,Airport,,No Cars Available,12/7/2016 21:12,,,21,12/7/2016,Wednesday
2521,Airport,,No Cars Available,12/7/2016 21:13,,,21,12/7/2016,Wednesday
2525,Airport,,No Cars Available,12/7/2016 21:15,,,21,12/7/2016,Wednesday
2541,Airport,,No Cars Available,12/7/2016 21:15,,,21,12/7/2016,Wednesday
2536,Airport,,No Cars Available,12/7/2016 21:15,,,21,12/7/2016,Wednesday
2546,Airport,,No Cars Available,12/7/2016 21:16,,,21,12/7/2016,Wednesday
2531,Airport,,No Cars Available,12/7/2016 21:16,,,21,12/7/2016,Wednesday
2542,Airport,,No Cars Available,12/7/2016 21:16,,,21,12/7/2016,Wednesday
2534,City,,No Cars Available,12/7/2016 21:18,,,21,12/7/2016,Wednesday
2539,Airport,,No Cars Available,12/7/2016 21:19,,,21,12/7/2016,Wednesday
2533,Airport,,No Cars Available,12/7/2016 21:19,,,21,12/7/2016,Wednesday
2558,Airport,,No Cars Available,12/7/2016 21:21,,,21,12/7/2016,Wednesday
2550,Airport,,No Cars Available,12/7/2016 21:21,,,21,12/7/2016,Wednesday
2547,Airport,,No Cars Available,12/7/2016 21:22,,,21,12/7/2016,Wednesday
2538,Airport,,No Cars Available,12/7/2016 21:22,,,21,12/7/2016,Wednesday
2557,Airport,,No Cars Available,12/7/2016 21:23,,,21,12/7/2016,Wednesday
2563,Airport,,No Cars Available,12/7/2016 21:24,,,21,12/7/2016,Wednesday
2548,Airport,,No Cars Available,12/7/2016 21:24,,,21,12/7/2016,Wednesday
2551,Airport,,No Cars Available,12/7/2016 21:26,,,21,12/7/2016,Wednesday
2555,Airport,,No Cars Available,12/7/2016 21:28,,,21,12/7/2016,Wednesday
2549,Airport,,No Cars Available,12/7/2016 21:28,,,21,12/7/2016,Wednesday
2554,Airport,,No Cars Available,12/7/2016 21:30,,,21,12/7/2016,Wednesday
2566,Airport,,No Cars Available,12/7/2016 21:31,,,21,12/7/2016,Wednesday
2562,Airport,,No Cars Available,12/7/2016 21:32,,,21,12/7/2016,Wednesday
2571,Airport,,No Cars Available,12/7/2016 21:32,,,21,12/7/2016,Wednesday
2565,Airport,,No Cars Available,12/7/2016 21:32,,,21,12/7/2016,Wednesday
2575,Airport,,No Cars Available,12/7/2016 21:33,,,21,12/7/2016,Wednesday
2568,Airport,,No Cars Available,12/7/2016 21:34,,,21,12/7/2016,Wednesday
2570,Airport,,No Cars Available,12/7/2016 21:34,,,21,12/7/2016,Wednesday
2564,Airport,,No Cars Available,12/7/2016 21:35,,,21,12/7/2016,Wednesday
2581,Airport,,No Cars Available,12/7/2016 21:35,,,21,12/7/2016,Wednesday
2576,Airport,,No Cars Available,12/7/2016 21:36,,,21,12/7/2016,Wednesday
2579,Airport,,No Cars Available,12/7/2016 21:38,,,21,12/7/2016,Wednesday
2574,Airport,,No Cars Available,12/7/2016 21:38,,,21,12/7/2016,Wednesday
2577,Airport,,No Cars Available,12/7/2016 21:38,,,21,12/7/2016,Wednesday
2580,Airport,,No Cars Available,12/7/2016 21:39,,,21,12/7/2016,Wednesday
2583,Airport,,No Cars Available,12/7/2016 21:41,,,21,12/7/2016,Wednesday
2573,Airport,,No Cars Available,12/7/2016 21:42,,,21,12/7/2016,Wednesday
2578,Airport,,No Cars Available,12/7/2016 21:42,,,21,12/7/2016,Wednesday
2590,Airport,,No Cars Available,12/7/2016 21:42,,,21,12/7/2016,Wednesday
2585,Airport,,No Cars Available,12/7/2016 21:42,,,21,12/7/2016,Wednesday
2594,Airport,,No Cars Available,12/7/2016 21:44,,,21,12/7/2016,Wednesday
2586,Airport,,No Cars Available,12/7/2016 21:45,,,21,12/7/2016,Wednesday
2587,Airport,,No Cars Available,12/7/2016 21:45,,,21,12/7/2016,Wednesday
2595,Airport,,No Cars Available,12/7/2016 21:49,,,21,12/7/2016,Wednesday
2599,Airport,,No Cars Available,12/7/2016 21:51,,,21,12/7/2016,Wednesday
2592,Airport,,No Cars Available,12/7/2016 21:52,,,21,12/7/2016,Wednesday
2600,Airport,,No Cars Available,12/7/2016 21:55,,,21,12/7/2016,Wednesday
2602,Airport,,No Cars Available,12/7/2016 21:56,,,21,12/7/2016,Wednesday
2601,Airport,,No Cars Available,12/7/2016 21:56,,,21,12/7/2016,Wednesday
2607,Airport,,No Cars Available,12/7/2016 21:59,,,21,12/7/2016,Wednesday
2612,Airport,,No Cars Available,12/7/2016 22:02,,,22,12/7/2016,Wednesday
2605,Airport,,No Cars Available,12/7/2016 22:03,,,22,12/7/2016,Wednesday
2606,Airport,,No Cars Available,12/7/2016 22:03,,,22,12/7/2016,Wednesday
2611,Airport,,No Cars Available,12/7/2016 22:04,,,22,12/7/2016,Wednesday
2614,Airport,,No Cars Available,12/7/2016 22:05,,,22,12/7/2016,Wednesday
2610,Airport,,No Cars Available,12/7/2016 22:06,,,22,12/7/2016,Wednesday
2615,Airport,,No Cars Available,12/7/2016 22:06,,,22,12/7/2016,Wednesday
2616,Airport,,No Cars Available,12/7/2016 22:07,,,22,12/7/2016,Wednesday
2618,Airport,,No Cars Available,12/7/2016 22:07,,,22,12/7/2016,Wednesday
2620,Airport,,No Cars Available,12/7/2016 22:08,,,22,12/7/2016,Wednesday
2623,Airport,,No Cars Available,12/7/2016 22:09,,,22,12/7/2016,Wednesday
2626,Airport,,No Cars Available,12/7/2016 22:11,,,22,12/7/2016,Wednesday
2619,Airport,,No Cars Available,12/7/2016 22:11,,,22,12/7/2016,Wednesday
2617,Airport,,No Cars Available,12/7/2016 22:11,,,22,12/7/2016,Wednesday
2622,Airport,,No Cars Available,12/7/2016 22:15,,,22,12/7/2016,Wednesday
2630,City,,No Cars Available,12/7/2016 22:15,,,22,12/7/2016,Wednesday
2638,Airport,,No Cars Available,12/7/2016 22:26,,,22,12/7/2016,Wednesday
2639,Airport,,No Cars Available,12/7/2016 22:28,,,22,12/7/2016,Wednesday
2634,City,,No Cars Available,12/7/2016 22:30,,,22,12/7/2016,Wednesday
2640,Airport,,No Cars Available,12/7/2016 22:32,,,22,12/7/2016,Wednesday
2649,City,,No Cars Available,12/7/2016 22:54,,,22,12/7/2016,Wednesday
2653,City,,No Cars Available,12/7/2016 22:59,,,22,12/7/2016,Wednesday
2654,City,,No Cars Available,12/7/2016 23:04,,,23,12/7/2016,Wednesday
2652,Airport,,No Cars Available,12/7/2016 23:07,,,23,12/7/2016,Wednesday
2656,Airport,,No Cars Available,12/7/2016 23:08,,,23,12/7/2016,Wednesday
2655,City,,No Cars Available,12/7/2016 23:11,,,23,12/7/2016,Wednesday
2660,Airport,,No Cars Available,12/7/2016 23:17,,,23,12/7/2016,Wednesday
2659,City,,No Cars Available,12/7/2016 23:22,,,23,12/7/2016,Wednesday
2663,Airport,,No Cars Available,12/7/2016 23:25,,,23,12/7/2016,Wednesday
2669,Airport,,No Cars Available,12/7/2016 23:37,,,23,12/7/2016,Wednesday
2670,Airport,,No Cars Available,12/7/2016 23:39,,,23,12/7/2016,Wednesday
2671,City,,No Cars Available,12/7/2016 23:43,,,23,12/7/2016,Wednesday
2673,Airport,,No Cars Available,12/7/2016 23:43,,,23,12/7/2016,Wednesday
2674,City,,No Cars Available,12/7/2016 23:45,,,23,12/7/2016,Wednesday
2678,Airport,,No Cars Available,12/7/2016 23:53,,,23,12/7/2016,Wednesday
4020,Airport,,No Cars Available,7/13/2016 0:02,,,0,7/13/2016,Wednesday
4022,City,,No Cars Available,7/13/2016 0:07,,,0,7/13/2016,Wednesday
4026,City,,No Cars Available,7/13/2016 0:08,,,0,7/13/2016,Wednesday
4025,City,,No Cars Available,7/13/2016 0:12,,,0,7/13/2016,Wednesday
2684,Airport,,No Cars Available,7/13/2016 0:14,,,0,7/13/2016,Wednesday
2685,City,,No Cars Available,7/13/2016 0:16,,,0,7/13/2016,Wednesday
2686,City,,No Cars Available,7/13/2016 0:24,,,0,7/13/2016,Wednesday
2688,City,,No Cars Available,7/13/2016 0:26,,,0,7/13/2016,Wednesday
2687,Airport,,No Cars Available,7/13/2016 0:31,,,0,7/13/2016,Wednesday
2690,Airport,,No Cars Available,7/13/2016 0:44,,,0,7/13/2016,Wednesday
2695,Airport,,No Cars Available,7/13/2016 0:48,,,0,7/13/2016,Wednesday
2693,Airport,,No Cars Available,7/13/2016 0:49,,,0,7/13/2016,Wednesday
2696,Airport,,No Cars Available,7/13/2016 0:50,,,0,7/13/2016,Wednesday
2694,Airport,,No Cars Available,7/13/2016 0:50,,,0,7/13/2016,Wednesday
2698,Airport,,No Cars Available,7/13/2016 0:55,,,0,7/13/2016,Wednesday
2697,City,,No Cars Available,7/13/2016 0:57,,,0,7/13/2016,Wednesday
2699,Airport,,No Cars Available,7/13/2016 0:59,,,0,7/13/2016,Wednesday
2700,City,,No Cars Available,7/13/2016 1:03,,,1,7/13/2016,Wednesday
2703,City,,No Cars Available,7/13/2016 1:09,,,1,7/13/2016,Wednesday
2705,Airport,,No Cars Available,7/13/2016 1:15,,,1,7/13/2016,Wednesday
2706,Airport,,No Cars Available,7/13/2016 1:21,,,1,7/13/2016,Wednesday
2710,Airport,,No Cars Available,7/13/2016 1:44,,,1,7/13/2016,Wednesday
2711,City,,No Cars Available,7/13/2016 1:47,,,1,7/13/2016,Wednesday
2712,Airport,,No Cars Available,7/13/2016 1:53,,,1,7/13/2016,Wednesday
2716,City,,No Cars Available,7/13/2016 1:56,,,1,7/13/2016,Wednesday
2715,Airport,,No Cars Available,7/13/2016 1:58,,,1,7/13/2016,Wednesday
2718,City,,No Cars Available,7/13/2016 2:06,,,2,7/13/2016,Wednesday
2720,City,,No Cars Available,7/13/2016 2:13,,,2,7/13/2016,Wednesday
2722,Airport,,No Cars Available,7/13/2016 2:16,,,2,7/13/2016,Wednesday
2721,Airport,,No Cars Available,7/13/2016 2:22,,,2,7/13/2016,Wednesday
2725,Airport,,No Cars Available,7/13/2016 2:26,,,2,7/13/2016,Wednesday
2726,City,,No Cars Available,7/13/2016 2:27,,,2,7/13/2016,Wednesday
2724,City,,No Cars Available,7/13/2016 2:31,,,2,7/13/2016,Wednesday
2734,City,,No Cars Available,7/13/2016 2:35,,,2,7/13/2016,Wednesday
2728,City,,No Cars Available,7/13/2016 2:35,,,2,7/13/2016,Wednesday
2730,City,,No Cars Available,7/13/2016 2:37,,,2,7/13/2016,Wednesday
2727,City,,No Cars Available,7/13/2016 2:38,,,2,7/13/2016,Wednesday
2735,Airport,,No Cars Available,7/13/2016 2:43,,,2,7/13/2016,Wednesday
2738,City,,No Cars Available,7/13/2016 2:48,,,2,7/13/2016,Wednesday
2739,Airport,,No Cars Available,7/13/2016 2:55,,,2,7/13/2016,Wednesday
2737,Airport,,No Cars Available,7/13/2016 2:56,,,2,7/13/2016,Wednesday
2741,Airport,,No Cars Available,7/13/2016 3:10,,,3,7/13/2016,Wednesday
2743,Airport,,No Cars Available,7/13/2016 3:12,,,3,7/13/2016,Wednesday
2744,City,,No Cars Available,7/13/2016 3:13,,,3,7/13/2016,Wednesday
2745,City,,No Cars Available,7/13/2016 3:14,,,3,7/13/2016,Wednesday
2748,Airport,,No Cars Available,7/13/2016 3:19,,,3,7/13/2016,Wednesday
2749,Airport,,No Cars Available,7/13/2016 3:30,,,3,7/13/2016,Wednesday
2753,City,,No Cars Available,7/13/2016 3:33,,,3,7/13/2016,Wednesday
2751,Airport,,No Cars Available,7/13/2016 3:33,,,3,7/13/2016,Wednesday
2754,Airport,,No Cars Available,7/13/2016 3:35,,,3,7/13/2016,Wednesday
2755,Airport,,No Cars Available,7/13/2016 3:37,,,3,7/13/2016,Wednesday
2756,Airport,,No Cars Available,7/13/2016 3:41,,,3,7/13/2016,Wednesday
2757,Airport,,No Cars Available,7/13/2016 3:44,,,3,7/13/2016,Wednesday
2760,City,,No Cars Available,7/13/2016 3:46,,,3,7/13/2016,Wednesday
2763,City,,No Cars Available,7/13/2016 3:58,,,3,7/13/2016,Wednesday
2765,Airport,,No Cars Available,7/13/2016 4:03,,,4,7/13/2016,Wednesday
2766,City,,No Cars Available,7/13/2016 4:11,,,4,7/13/2016,Wednesday
2770,Airport,,No Cars Available,7/13/2016 4:22,,,4,7/13/2016,Wednesday
2773,Airport,,No Cars Available,7/13/2016 4:32,,,4,7/13/2016,Wednesday
2776,City,,No Cars Available,7/13/2016 4:38,,,4,7/13/2016,Wednesday
2772,Airport,,No Cars Available,7/13/2016 4:40,,,4,7/13/2016,Wednesday
2775,Airport,,No Cars Available,7/13/2016 4:42,,,4,7/13/2016,Wednesday
2783,Airport,,No Cars Available,7/13/2016 4:50,,,4,7/13/2016,Wednesday
2790,City,,No Cars Available,7/13/2016 4:53,,,4,7/13/2016,Wednesday
2804,City,,No Cars Available,7/13/2016 4:58,,,4,7/13/2016,Wednesday
2807,City,,No Cars Available,7/13/2016 5:04,,,5,7/13/2016,Wednesday
2817,City,,No Cars Available,7/13/2016 5:04,,,5,7/13/2016,Wednesday
2812,City,,No Cars Available,7/13/2016 5:10,,,5,7/13/2016,Wednesday
2821,City,,No Cars Available,7/13/2016 5:13,,,5,7/13/2016,Wednesday
2843,City,,No Cars Available,7/13/2016 5:27,,,5,7/13/2016,Wednesday
2838,City,,No Cars Available,7/13/2016 5:30,,,5,7/13/2016,Wednesday
2850,Airport,,No Cars Available,7/13/2016 5:37,,,5,7/13/2016,Wednesday
2870,City,,No Cars Available,7/13/2016 5:41,,,5,7/13/2016,Wednesday
2868,City,,No Cars Available,7/13/2016 5:44,,,5,7/13/2016,Wednesday
2852,City,,No Cars Available,7/13/2016 5:44,,,5,7/13/2016,Wednesday
2874,City,,No Cars Available,7/13/2016 5:45,,,5,7/13/2016,Wednesday
2878,City,,No Cars Available,7/13/2016 5:55,,,5,7/13/2016,Wednesday
2892,City,,No Cars Available,7/13/2016 5:55,,,5,7/13/2016,Wednesday
2882,City,,No Cars Available,7/13/2016 5:58,,,5,7/13/2016,Wednesday
2893,City,,No Cars Available,7/13/2016 6:04,,,6,7/13/2016,Wednesday
